flightdate,origincityname,crsdeptime,depdelay,distance,marketing_airline_network,hour,delayed,city_clean,latitude,longitude,temp_mean,precipitation,wind_speed
2018-01-15,"Detroit, MI",1640,4.0,409.0,WN,16,0,Detroit,42.33143,-83.04575,-7.0,2.0,17.1
2018-01-10,"Detroit, MI",1527,127.0,456.0,DL,15,1,Detroit,42.33143,-83.04575,-1.3,1.2,14.7
2018-01-27,"Atlanta, GA",923,-3.0,563.0,DL,9,0,Atlanta,33.749,-84.38798,10.0,3.2,14.7
2018-01-24,"Orlando, FL",2010,-10.0,861.0,NK,20,0,Orlando,28.53834,-81.37924,15.1,0.0,11.2
2018-01-01,"Orlando, FL",1035,64.0,787.0,WN,10,1,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-09,"Dallas/Fort Worth, TX",1840,-3.0,674.0,AA,18,0,Dallas/Fort Worth,32.89595,-97.0372,7.6,0.0,9.4
2018-01-08,"Houston, TX",2220,-3.0,192.0,WN,22,0,Houston,29.76328,-95.36327,15.1,9.2,18.0
2018-01-19,"New York, NY",1000,-2.0,4983.0,HA,10,0,New York,40.71427,-74.00597,-2.2,0.0,11.9
2018-01-10,"Richmond, VA",1720,-16.0,474.0,DL,17,0,Richmond,37.55376,-77.46026,2.2,0.0,5.8
2018-01-30,"Orlando, FL",1202,-9.0,957.0,NK,12,0,Orlando,28.53834,-81.37924,13.3,0.0,17.0
2018-01-12,"Atlanta, GA",2117,3.0,447.0,DL,21,0,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-28,"Orlando, FL",630,-2.0,1189.0,WN,6,0,Orlando,28.53834,-81.37924,20.1,7.8,14.1
2018-01-11,"Atlanta, GA",1218,-3.0,406.0,DL,12,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-12,"Atlanta, GA",1345,-2.0,271.0,DL,13,0,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-28,"Atlanta, GA",1245,4.0,484.0,WN,12,0,Atlanta,33.749,-84.38798,11.0,30.5,10.4
2018-01-16,"Atlanta, GA",1930,4.0,1747.0,WN,19,0,Atlanta,33.749,-84.38798,2.0,0.0,9.2
2018-01-14,"Atlanta, GA",815,-6.0,1199.0,F9,8,0,Atlanta,33.749,-84.38798,-3.5,0.0,11.7
2018-01-31,"Kahului, HI",1607,24.0,121.0,HA,16,1,Kahului,20.88953,-156.47432,23.9,0.0,17.0
2018-01-24,"Dallas/Fort Worth, TX",1850,-4.0,312.0,AA,18,0,Dallas/Fort Worth,32.89595,-97.0372,6.6,0.0,5.8
2018-01-06,"Kahului, HI",754,-3.0,84.0,HA,7,0,Kahului,20.88953,-156.47432,23.0,0.0,28.2
2018-01-08,"Dallas/Fort Worth, TX",2225,0.0,469.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,10.3,3.6,17.8
2018-01-08,"Minneapolis, MN",1047,19.0,1310.0,F9,10,1,Minneapolis,44.97997,-93.26384,-3.0,0.1,9.9
2018-01-27,"Honolulu, HI",1610,0.0,2762.0,HA,16,0,Honolulu,21.30694,-157.85834,23.0,0.7,6.2
2018-01-22,"Baltimore, MD",1325,3.0,2329.0,WN,13,0,Baltimore,39.29038,-76.61219,9.2,0.0,8.6
2018-01-05,"Dallas/Fort Worth, TX",1940,80.0,1464.0,UA,19,1,Dallas/Fort Worth,32.89595,-97.0372,4.7,0.0,9.4
2018-01-22,"Detroit, MI",1910,0.0,1481.0,DL,19,0,Detroit,42.33143,-83.04575,5.7,8.2,13.3
2018-01-03,"Dallas/Fort Worth, TX",1215,101.0,918.0,AA,12,1,Dallas/Fort Worth,32.89595,-97.0372,-2.5,0.0,9.6
2018-01-13,"Detroit, MI",1450,-3.0,1075.0,UA,14,0,Detroit,42.33143,-83.04575,-8.8,0.1,26.9
2018-01-13,"Atlanta, GA",1945,-4.0,534.0,UA,19,0,Atlanta,33.749,-84.38798,-0.8,0.0,28.1
2018-01-16,"Orlando, FL",1303,-2.0,1189.0,NK,13,0,Orlando,28.53834,-81.37924,12.6,0.0,12.6
2018-01-15,"Baltimore, MD",835,-6.0,925.0,WN,8,0,Baltimore,39.29038,-76.61219,-5.3,0.0,8.8
2018-01-12,"Charlotte, NC",935,6.0,213.0,AA,9,0,Charlotte,35.22709,-80.84313,16.6,13.0,19.8
2018-01-23,"Kahului, HI",1547,-9.0,201.0,HA,15,0,Kahului,20.88953,-156.47432,23.3,0.5,29.0
2018-01-11,"Houston, TX",1220,-4.0,395.0,UA,12,0,Houston,29.76328,-95.36327,16.1,17.1,12.9
2018-01-21,"New York, NY",2005,-4.0,733.0,UA,20,0,New York,40.71427,-74.00597,3.7,0.0,9.1
2018-01-14,"Houston, TX",1025,-6.0,912.0,UA,10,0,Houston,29.76328,-95.36327,4.5,0.0,10.4
2018-01-21,"Atlanta, GA",1220,-6.0,646.0,DL,12,0,Atlanta,33.749,-84.38798,7.6,0.0,6.8
2018-01-17,"Dallas/Fort Worth, TX",700,-3.0,802.0,NK,7,0,Dallas/Fort Worth,32.89595,-97.0372,-5.4,0.0,5.3
2018-01-17,"Orlando, FL",615,-8.0,1520.0,F9,6,0,Orlando,28.53834,-81.37924,12.7,0.0,11.8
2018-01-04,"Houston, TX",1011,-3.0,925.0,UA,10,0,Houston,29.76328,-95.36327,2.7,0.0,7.6
2018-01-22,"Orlando, FL",900,-5.0,985.0,AA,9,0,Orlando,28.53834,-81.37924,19.1,0.0,11.9
2018-01-29,"Minneapolis, MN",1900,-7.0,852.0,NK,19,0,Minneapolis,44.97997,-93.26384,-14.5,0.0,9.7
2018-01-12,"New York, NY",1025,-10.0,888.0,DL,10,0,New York,40.71427,-74.00597,10.6,24.1,21.6
2018-01-28,"Houston, TX",1035,-3.0,871.0,UA,10,0,Houston,29.76328,-95.36327,16.2,0.1,12.9
2018-01-22,"Honolulu, HI",1240,-3.0,102.0,HA,12,0,Honolulu,21.30694,-157.85834,23.1,0.2,19.3
2018-01-03,"Detroit, MI",2200,11.0,615.0,DL,22,0,Detroit,42.33143,-83.04575,-14.8,0.7,21.3
2018-01-23,"Honolulu, HI",600,-10.0,54.0,HA,6,0,Honolulu,21.30694,-157.85834,23.2,0.1,22.6
2018-01-10,"Atlanta, GA",1921,-5.0,457.0,DL,19,0,Atlanta,33.749,-84.38798,12.3,0.0,15.6
2018-01-03,"Dallas/Fort Worth, TX",1850,186.0,134.0,AA,18,1,Dallas/Fort Worth,32.89595,-97.0372,-2.5,0.0,9.6
2018-01-25,"Houston, TX",2125,-7.0,316.0,UA,21,0,Houston,29.76328,-95.36327,8.7,0.0,9.7
2018-01-28,"Houston, TX",2200,-5.0,239.0,WN,22,0,Houston,29.76328,-95.36327,16.2,0.1,12.9
2018-01-18,"Houston, TX",605,-4.0,1208.0,UA,6,0,Houston,29.76328,-95.36327,-1.5,0.0,8.2
2018-01-22,"Atlanta, GA",1358,-2.0,689.0,DL,13,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-28,"Baltimore, MD",1520,-6.0,472.0,WN,15,0,Baltimore,39.29038,-76.61219,10.4,6.0,11.9
2018-01-10,"Charlotte, NC",1045,-7.0,226.0,DL,10,0,Charlotte,35.22709,-80.84313,7.7,0.0,9.5
2018-01-02,"Baltimore, MD",2005,33.0,925.0,WN,20,1,Baltimore,39.29038,-76.61219,-8.5,0.0,15.9
2018-01-15,"Orlando, FL",605,0.0,404.0,WN,6,0,Orlando,28.53834,-81.37924,10.2,0.0,18.3
2018-01-01,"Orlando, FL",1820,25.0,1849.0,WN,18,1,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-22,"Harrisburg, PA",1814,-13.0,620.0,DL,18,0,Harrisburg,40.2737,-76.88442,6.4,0.6,6.5
2018-01-31,"Atlanta, GA",1344,-4.0,223.0,DL,13,0,Atlanta,33.749,-84.38798,2.3,0.0,10.2
2018-01-14,"Houston, TX",1940,-4.0,643.0,UA,19,0,Houston,29.76328,-95.36327,4.5,0.0,10.4
2018-01-11,"New York, NY",1335,1.0,760.0,DL,13,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-25,"Atlanta, GA",635,-2.0,406.0,WN,6,0,Atlanta,33.749,-84.38798,4.4,0.0,8.6
2018-01-07,"Unalaska, AK",1240,210.0,792.0,AS,12,1,Unalaska,53.87413,-166.53407,1.4,0.1,12.3
2018-01-08,"New York, NY",1405,1.0,888.0,WN,14,0,New York,40.71427,-74.00597,-7.6,0.9,16.4
2018-01-07,"Baltimore, MD",940,10.0,577.0,NK,9,0,Baltimore,39.29038,-76.61219,-10.7,0.0,11.4
2018-01-26,"Pensacola, FL",1445,-10.0,489.0,UA,14,0,Pensacola,30.42131,-87.21691,12.7,0.0,20.4
2018-01-22,"Atlanta, GA",630,-7.0,1199.0,DL,6,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-18,"Charlotte, NC",1800,-2.0,335.0,AA,18,0,Charlotte,35.22709,-80.84313,-7.0,0.2,11.1
2018-01-27,"Houston, TX",1014,-3.0,1530.0,UA,10,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-12,"Atlanta, GA",1620,7.0,453.0,DL,16,0,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-16,"Atlanta, GA",1521,-2.0,589.0,DL,15,0,Atlanta,33.749,-84.38798,2.0,0.0,9.2
2018-01-14,"Detroit, MI",1450,-7.0,1075.0,UA,14,0,Detroit,42.33143,-83.04575,-10.4,0.0,9.4
2018-01-02,"Atlanta, GA",1725,-1.0,481.0,DL,17,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-20,"Honolulu, HI",1040,-5.0,163.0,HA,10,0,Honolulu,21.30694,-157.85834,23.5,0.2,18.1
2018-01-23,"Dallas/Fort Worth, TX",2025,-5.0,551.0,AA,20,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,10.9
2018-01-26,"Minneapolis, MN",2115,-4.0,1299.0,NK,21,0,Minneapolis,44.97997,-93.26384,1.5,0.0,15.8
2018-01-02,"Atlanta, GA",600,-1.0,721.0,WN,6,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-14,"Atlanta, GA",1344,-1.0,223.0,DL,13,0,Atlanta,33.749,-84.38798,-3.5,0.0,11.7
2018-01-31,"Houston, TX",1220,-6.0,395.0,UA,12,0,Houston,29.76328,-95.36327,11.3,0.0,13.6
2018-01-27,"Orlando, FL",1320,2.0,1050.0,WN,13,0,Orlando,28.53834,-81.37924,19.3,0.1,18.9
2018-01-03,"Atlanta, GA",941,-2.0,645.0,DL,9,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-01,"Minneapolis, MN",1510,-3.0,223.0,DL,15,0,Minneapolis,44.97997,-93.26384,-25.4,0.0,11.1
2018-01-03,"Charlotte, NC",1800,-3.0,544.0,DL,18,0,Charlotte,35.22709,-80.84313,-4.0,0.0,6.3
2018-01-08,"Baltimore, MD",1255,23.0,289.0,WN,12,1,Baltimore,39.29038,-76.61219,-4.5,1.7,12.2
2018-01-04,"Minneapolis, MN",1420,15.0,190.0,DL,14,1,Minneapolis,44.97997,-93.26384,-22.1,0.0,8.6
2018-01-22,"Detroit, MI",1225,-6.0,1979.0,DL,12,0,Detroit,42.33143,-83.04575,5.7,8.2,13.3
2018-01-01,"Baltimore, MD",1340,5.0,1246.0,WN,13,0,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-19,"Houston, TX",1805,-2.0,964.0,UA,18,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-09,"Houston, TX",1010,38.0,1235.0,WN,10,1,Houston,29.76328,-95.36327,11.0,0.0,8.7
2018-01-01,"Orlando, FL",845,-3.0,957.0,DL,8,0,Orlando,28.53834,-81.37924,12.8,4.9,13.6
2018-01-02,"Houston, TX",2020,35.0,484.0,WN,20,1,Houston,29.76328,-95.36327,-0.5,0.0,14.6
2018-01-23,"Dallas/Fort Worth, TX",1455,-8.0,447.0,AA,14,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,10.9
2018-01-29,"Minneapolis, MN",1725,-6.0,334.0,NK,17,0,Minneapolis,44.97997,-93.26384,-14.5,0.0,9.7
2018-01-25,"Houston, TX",715,-4.0,1075.0,DL,7,0,Houston,29.76328,-95.36327,8.7,0.0,9.7
2018-01-28,"Detroit, MI",1535,1.0,529.0,DL,15,0,Detroit,42.33143,-83.04575,1.7,0.1,10.3
2018-01-24,"Atlanta, GA",1258,-1.0,712.0,DL,12,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-25,"Atlanta, GA",731,-4.0,780.0,DL,7,0,Atlanta,33.749,-84.38798,4.4,0.0,8.6
2018-01-23,"New York, NY",805,-5.0,1089.0,DL,8,0,New York,40.71427,-74.00597,8.4,7.5,17.9
2018-01-21,"New York, NY",730,-5.0,1096.0,AA,7,0,New York,40.71427,-74.00597,3.7,0.0,9.1
2018-01-18,"Atlanta, GA",1220,226.0,646.0,DL,12,1,Atlanta,33.749,-84.38798,-5.2,0.0,18.7
2018-01-17,"Detroit, MI",1033,-9.0,983.0,NK,10,0,Detroit,42.33143,-83.04575,-9.4,0.3,17.1
2018-01-20,"Charlotte, NC",935,0.0,213.0,AA,9,0,Charlotte,35.22709,-80.84313,3.7,0.0,9.2
2018-01-07,"Honolulu, HI",1625,-5.0,2462.0,HA,16,0,Honolulu,21.30694,-157.85834,22.9,0.0,20.4
2018-01-03,"Orlando, FL",1711,-7.0,854.0,UA,17,0,Orlando,28.53834,-81.37924,9.1,23.5,20.4
2018-01-01,"Atlanta, GA",1130,-7.0,762.0,DL,11,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-13,"Honolulu, HI",1500,49.0,72.0,HA,15,1,Honolulu,21.30694,-157.85834,22.1,0.0,7.5
2018-01-30,"Honolulu, HI",1305,-17.0,72.0,HA,13,0,Honolulu,21.30694,-157.85834,22.7,0.0,10.4
2018-01-06,"Atlanta, GA",2220,-6.0,143.0,DL,22,0,Atlanta,33.749,-84.38798,-2.8,0.0,11.7
2018-01-10,"Houston, TX",1410,99.0,1042.0,UA,14,1,Houston,29.76328,-95.36327,12.9,0.1,9.0
2018-01-05,"Houston, TX",950,1.0,1195.0,UA,9,0,Houston,29.76328,-95.36327,7.0,0.0,7.3
2018-01-24,"Minneapolis, MN",1827,-6.0,931.0,DL,18,0,Minneapolis,44.97997,-93.26384,-8.3,0.0,6.2
2018-01-19,"Houston, TX",1708,-5.0,191.0,UA,17,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-29,"Atlanta, GA",1709,-4.0,780.0,DL,17,0,Atlanta,33.749,-84.38798,10.5,0.9,15.7
2018-01-03,"Kahului, HI",1555,0.0,2640.0,HA,15,0,Kahului,20.88953,-156.47432,21.9,0.0,24.8
2018-01-11,"New York, NY",1350,-4.0,2475.0,DL,13,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-22,"Baltimore, MD",1615,4.0,159.0,WN,16,0,Baltimore,39.29038,-76.61219,9.2,0.0,8.6
2018-01-24,"Atlanta, GA",1052,-1.0,453.0,DL,10,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-28,"Dallas/Fort Worth, TX",2330,5.0,868.0,NK,23,0,Dallas/Fort Worth,32.89595,-97.0372,9.5,0.0,9.8
2018-01-28,"Honolulu, HI",1607,0.0,100.0,HA,16,0,Honolulu,21.30694,-157.85834,23.0,0.3,9.1
2018-01-23,"Honolulu, HI",1850,-8.0,72.0,HA,18,0,Honolulu,21.30694,-157.85834,23.2,0.1,22.6
2018-01-31,"Detroit, MI",830,-4.0,409.0,NK,8,0,Detroit,42.33143,-83.04575,-2.7,0.1,24.1
2018-01-26,"Houston, TX",1440,-2.0,1195.0,UA,14,0,Houston,29.76328,-95.36327,12.6,0.0,13.8
2018-01-27,"Kahului, HI",1203,-10.0,100.0,HA,12,0,Kahului,20.88953,-156.47432,22.4,0.0,6.3
2018-01-02,"Hartford, CT",2115,12.0,777.0,WN,21,0,Hartford,41.76371,-72.68509,-13.9,0.0,9.9
2018-01-05,"Orlando, FL",750,3.0,1546.0,UA,7,0,Orlando,28.53834,-81.37924,5.2,0.0,12.9
2018-01-28,"Houston, TX",1305,-2.0,441.0,WN,13,0,Houston,29.76328,-95.36327,16.2,0.1,12.9
2018-01-22,"New York, NY",1046,-6.0,269.0,DL,10,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-11,"Atlanta, GA",1316,-2.0,606.0,DL,13,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-03,"Hartford, CT",1252,17.0,859.0,DL,12,1,Hartford,41.76371,-72.68509,-10.2,0.0,8.5
2018-01-21,"Atlanta, GA",1953,-13.0,666.0,NK,19,0,Atlanta,33.749,-84.38798,7.6,0.0,6.8
2018-01-25,"Atlanta, GA",1759,-1.0,1947.0,DL,17,0,Atlanta,33.749,-84.38798,4.4,0.0,8.6
2018-01-03,"Orlando, FL",1830,53.0,404.0,DL,18,1,Orlando,28.53834,-81.37924,9.1,23.5,20.4
2018-01-02,"Atlanta, GA",815,57.0,1199.0,F9,8,1,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-19,"Houston, TX",1625,-8.0,140.0,UA,16,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-29,"Atlanta, GA",1547,-7.0,689.0,UA,15,0,Atlanta,33.749,-84.38798,10.5,0.9,15.7
2018-01-11,"Atlanta, GA",2220,29.0,594.0,DL,22,1,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-30,"Orlando, FL",1303,-4.0,1189.0,NK,13,0,Orlando,28.53834,-81.37924,13.3,0.0,17.0
2018-01-15,"New York, NY",909,-11.0,419.0,DL,9,0,New York,40.71427,-74.00597,-6.3,0.0,16.9
2018-01-01,"Baltimore, MD",800,-4.0,377.0,WN,8,0,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-23,"Atlanta, GA",1911,-3.0,226.0,DL,19,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-01,"Baltimore, MD",1530,21.0,452.0,WN,15,1,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-21,"Kahului, HI",1645,-6.0,100.0,HA,16,0,Kahului,20.88953,-156.47432,23.5,0.5,20.8
2018-01-21,"Honolulu, HI",933,0.0,163.0,HA,9,0,Honolulu,21.30694,-157.85834,23.1,2.4,19.3
2018-01-18,"Atlanta, GA",1515,33.0,746.0,UA,15,1,Atlanta,33.749,-84.38798,-5.2,0.0,18.7
2018-01-08,"Detroit, MI",720,179.0,383.0,DL,7,1,Detroit,42.33143,-83.04575,-0.2,7.3,26.5
2018-01-10,"Atlanta, GA",956,-4.0,508.0,DL,9,0,Atlanta,33.749,-84.38798,12.3,0.0,15.6
2018-01-11,"Atlanta, GA",1504,6.0,782.0,DL,15,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-25,"Baltimore, MD",1745,5.0,611.0,WN,17,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-21,"Dallas/Fort Worth, TX",1305,129.0,695.0,AA,13,1,Dallas/Fort Worth,32.89595,-97.0372,16.8,8.8,23.3
2018-01-26,"Houston, TX",1015,-4.0,689.0,UA,10,0,Houston,29.76328,-95.36327,12.6,0.0,13.8
2018-01-14,"Kahului, HI",1423,-3.0,100.0,HA,14,0,Kahului,20.88953,-156.47432,20.8,0.0,5.8
2018-01-14,"Dallas/Fort Worth, TX",1445,-3.0,247.0,AA,14,0,Dallas/Fort Worth,32.89595,-97.0372,3.0,0.0,10.3
2018-01-02,"Houston, TX",507,-1.0,247.0,AA,5,0,Houston,29.76328,-95.36327,-0.5,0.0,14.6
2018-01-01,"Charlotte, NC",920,-2.0,245.0,AA,9,0,Charlotte,35.22709,-80.84313,-5.2,0.0,12.8
2018-01-09,"Detroit, MI",1025,5.0,383.0,UA,10,0,Detroit,42.33143,-83.04575,-2.6,0.0,11.9
2018-01-10,"Atlanta, GA",1220,-1.0,646.0,DL,12,0,Atlanta,33.749,-84.38798,12.3,0.0,15.6
2018-01-27,"New York, NY",1435,-6.0,229.0,UA,14,0,New York,40.71427,-74.00597,2.9,0.0,15.6
2018-01-09,"Detroit, MI",1805,-6.0,228.0,WN,18,0,Detroit,42.33143,-83.04575,-2.6,0.0,11.9
2018-01-12,"Atlanta, GA",1400,40.0,689.0,UA,14,1,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-25,"Baltimore, MD",700,-5.0,1246.0,WN,7,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-22,"Charlotte, NC",1949,-4.0,322.0,AA,19,0,Charlotte,35.22709,-80.84313,10.2,0.0,9.7
2018-01-24,"Atlanta, GA",1725,-4.0,192.0,DL,17,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-08,"Orlando, FL",1510,0.0,829.0,WN,15,0,Orlando,28.53834,-81.37924,15.1,0.4,11.1
2018-01-01,"Minneapolis, MN",845,0.0,1416.0,DL,8,0,Minneapolis,44.97997,-93.26384,-25.4,0.0,11.1
2018-01-10,"Houston, TX",630,-6.0,1400.0,NK,6,0,Houston,29.76328,-95.36327,12.9,0.1,9.0
2018-01-07,"Honolulu, HI",718,-8.0,216.0,HA,7,0,Honolulu,21.30694,-157.85834,22.9,0.0,20.4
2018-01-22,"Atlanta, GA",1235,-1.0,946.0,DL,12,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-06,"Richmond, VA",555,122.0,456.0,DL,5,1,Richmond,37.55376,-77.46026,-7.8,0.0,15.4
2018-01-11,"Atlanta, GA",1544,-3.0,304.0,DL,15,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-06,"Dallas/Fort Worth, TX",720,-6.0,1048.0,AA,7,0,Dallas/Fort Worth,32.89595,-97.0372,7.5,0.0,11.2
2018-01-08,"New York, NY",1329,61.0,888.0,DL,13,1,New York,40.71427,-74.00597,-7.6,0.9,16.4
2018-01-08,"Charlotte, NC",2015,-1.0,490.0,AA,20,0,Charlotte,35.22709,-80.84313,-2.1,0.2,7.4
2018-01-02,"Orlando, FL",1425,62.0,1189.0,NK,14,1,Orlando,28.53834,-81.37924,8.3,0.2,25.3
2018-01-21,"Houston, TX",1205,0.0,1190.0,UA,12,0,Houston,29.76328,-95.36327,19.0,1.8,20.8
2018-01-21,"Houston, TX",1940,-3.0,395.0,UA,19,0,Houston,29.76328,-95.36327,19.0,1.8,20.8
2018-01-24,"Minneapolis, MN",1730,-1.0,991.0,DL,17,0,Minneapolis,44.97997,-93.26384,-8.3,0.0,6.2
2018-01-02,"Baltimore, MD",1820,-2.0,327.0,WN,18,0,Baltimore,39.29038,-76.61219,-8.5,0.0,15.9
2018-01-25,"Honolulu, HI",503,-5.0,100.0,HA,5,0,Honolulu,21.30694,-157.85834,23.5,0.0,17.4
2018-01-03,"Atlanta, GA",1405,-4.0,356.0,DL,14,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-11,"Atlanta, GA",1625,-3.0,547.0,DL,16,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-24,"Kahului, HI",1510,-5.0,201.0,HA,15,0,Kahului,20.88953,-156.47432,23.7,0.7,26.7
2018-01-28,"Houston, TX",2100,-7.0,239.0,WN,21,0,Houston,29.76328,-95.36327,16.2,0.1,12.9
2018-01-11,"Detroit, MI",1420,-2.0,1084.0,DL,14,0,Detroit,42.33143,-83.04575,10.0,0.0,29.6
2018-01-05,"Houston, TX",1805,33.0,305.0,UA,18,1,Houston,29.76328,-95.36327,7.0,0.0,7.3
2018-01-24,"Detroit, MI",2205,-7.0,231.0,DL,22,0,Detroit,42.33143,-83.04575,-2.2,0.0,15.3
2018-01-20,"Orlando, FL",1945,-5.0,937.0,UA,19,0,Orlando,28.53834,-81.37924,11.5,0.0,6.2
2018-01-24,"Detroit, MI",1010,-3.0,983.0,DL,10,0,Detroit,42.33143,-83.04575,-2.2,0.0,15.3
2018-01-11,"Atlanta, GA",1910,-3.0,640.0,DL,19,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-14,"Honolulu, HI",1610,-4.0,2762.0,HA,16,0,Honolulu,21.30694,-157.85834,22.6,0.0,7.1
2018-01-01,"Houston, TX",815,-6.0,854.0,NK,8,0,Houston,29.76328,-95.36327,2.6,0.0,22.8
2018-01-28,"Honolulu, HI",1824,-6.0,216.0,HA,18,0,Honolulu,21.30694,-157.85834,23.0,0.3,9.1
2018-01-20,"Detroit, MI",830,-3.0,409.0,NK,8,0,Detroit,42.33143,-83.04575,2.4,0.0,25.0
2018-01-02,"New York, NY",1319,99.0,585.0,DL,13,1,New York,40.71427,-74.00597,-8.5,0.0,17.1
2018-01-31,"New York, NY",1437,-7.0,269.0,DL,14,0,New York,40.71427,-74.00597,-4.4,0.0,18.0
2018-01-30,"Houston, TX",1000,-2.0,925.0,UA,10,0,Houston,29.76328,-95.36327,9.2,0.0,12.4
2018-01-26,"Charlotte, NC",1754,-2.0,413.0,AA,17,0,Charlotte,35.22709,-80.84313,4.7,0.0,8.0
2018-01-24,"Charlotte, NC",1815,-3.0,213.0,AA,18,0,Charlotte,35.22709,-80.84313,7.2,0.0,9.8
2018-01-26,"Atlanta, GA",540,-7.0,534.0,UA,5,0,Atlanta,33.749,-84.38798,6.0,0.0,11.8
2018-01-11,"Minneapolis, MN",1735,59.0,1020.0,DL,17,1,Minneapolis,44.97997,-93.26384,-6.0,4.3,16.2
2018-01-04,"Orlando, FL",1245,-2.0,1189.0,NK,12,0,Orlando,28.53834,-81.37924,5.0,0.0,18.7
2018-01-31,"Dallas/Fort Worth, TX",2220,-9.0,282.0,AA,22,0,Dallas/Fort Worth,32.89595,-97.0372,13.3,0.0,26.7
2018-01-11,"Atlanta, GA",1241,-5.0,594.0,DL,12,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-02,"Houston, TX",1810,96.0,925.0,UA,18,1,Houston,29.76328,-95.36327,-0.5,0.0,14.6
2018-01-26,"Houston, TX",1440,-8.0,781.0,UA,14,0,Houston,29.76328,-95.36327,12.6,0.0,13.8
2018-01-22,"Baltimore, MD",1445,-6.0,452.0,WN,14,0,Baltimore,39.29038,-76.61219,9.2,0.0,8.6
2018-01-21,"New York, NY",1850,1.0,963.0,DL,18,0,New York,40.71427,-74.00597,3.7,0.0,9.1
2018-01-26,"Corpus Christi, TX",725,-3.0,201.0,UA,7,0,Corpus Christi,27.80058,-97.39638,17.7,3.1,15.0
2018-01-03,"Dallas/Fort Worth, TX",1725,87.0,569.0,AA,17,1,Dallas/Fort Worth,32.89595,-97.0372,-2.5,0.0,9.6
2018-01-23,"Atlanta, GA",730,-7.0,1947.0,F9,7,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-14,"Baltimore, MD",2135,-4.0,577.0,NK,21,0,Baltimore,39.29038,-76.61219,-6.1,0.0,16.7
2018-01-01,"Atlanta, GA",2210,-7.0,373.0,DL,22,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-03,"Minneapolis, MN",1945,1.0,680.0,DL,19,0,Minneapolis,44.97997,-93.26384,-14.9,0.2,13.6
2018-01-10,"Honolulu, HI",718,-1.0,216.0,HA,7,0,Honolulu,21.30694,-157.85834,22.7,0.0,7.3
2018-01-10,"Atlanta, GA",1755,-4.0,356.0,DL,17,0,Atlanta,33.749,-84.38798,12.3,0.0,15.6
2018-01-23,"Atlanta, GA",1855,-5.0,404.0,DL,18,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
