flightdate,origincityname,crsdeptime,depdelay,distance,marketing_airline_network,hour,delayed,city_clean,latitude,longitude,temp_mean,precipitation,wind_speed
2018-01-11,"Detroit, MI",2205,-1.0,311.0,DL,22,0,Detroit,42.33143,-83.04575,10.0,0.0,29.6
2018-01-02,"Honolulu, HI",1625,17.0,2462.0,HA,16,1,Honolulu,21.30694,-157.85834,22.4,0.0,12.8
2018-01-27,"Charlotte, NC",1619,-3.0,640.0,AA,16,0,Charlotte,35.22709,-80.84313,8.4,0.9,9.6
2018-01-02,"Honolulu, HI",1410,-2.0,100.0,HA,14,0,Honolulu,21.30694,-157.85834,22.4,0.0,12.8
2018-01-03,"Detroit, MI",2210,18.0,374.0,DL,22,1,Detroit,42.33143,-83.04575,-14.8,0.7,21.3
2018-01-15,"Dallas/Fort Worth, TX",810,-4.0,1389.0,NK,8,0,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-16,"Honolulu, HI",1335,1.0,163.0,HA,13,0,Honolulu,21.30694,-157.85834,23.0,0.0,16.2
2018-01-12,"New York, NY",605,5.0,1020.0,DL,6,0,New York,40.71427,-74.00597,10.6,24.1,21.6
2018-01-23,"Orlando, FL",945,-13.0,957.0,F9,9,0,Orlando,28.53834,-81.37924,21.4,1.4,15.9
2018-01-15,"Houston, TX",1040,-6.0,277.0,WN,10,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-10,"Detroit, MI",2200,-6.0,489.0,DL,22,0,Detroit,42.33143,-83.04575,-1.3,1.2,14.7
2018-01-29,"Honolulu, HI",718,-9.0,216.0,HA,7,0,Honolulu,21.30694,-157.85834,22.7,0.0,9.7
2018-01-01,"Atlanta, GA",1016,31.0,581.0,NK,10,1,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-16,"Baltimore, MD",1420,3.0,327.0,WN,14,0,Baltimore,39.29038,-76.61219,-0.7,0.1,4.8
2018-01-05,"Richmond, VA",1950,14.0,257.0,AA,19,0,Richmond,37.55376,-77.46026,-7.1,0.0,19.8
2018-01-24,"Dallas/Fort Worth, TX",1459,1.0,731.0,DL,14,0,Dallas/Fort Worth,32.89595,-97.0372,6.6,0.0,5.8
2018-01-23,"Charlotte, NC",1135,-5.0,603.0,AA,11,0,Charlotte,35.22709,-80.84313,14.4,5.2,23.0
2018-01-22,"Atlanta, GA",2223,31.0,151.0,DL,22,1,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-14,"Charlotte, NC",1627,-7.0,599.0,AA,16,0,Charlotte,35.22709,-80.84313,-2.8,0.0,13.6
2018-01-29,"New York, NY",1133,-2.0,419.0,DL,11,0,New York,40.71427,-74.00597,4.4,0.1,16.3
2018-01-17,"Atlanta, GA",817,122.0,589.0,DL,8,1,Atlanta,33.749,-84.38798,-5.4,3.8,25.0
2018-01-11,"Atlanta, GA",1456,-1.0,515.0,DL,14,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-04,"Houston, TX",1834,-4.0,966.0,UA,18,0,Houston,29.76328,-95.36327,2.7,0.0,7.6
2018-01-17,"Minneapolis, MN",1900,-4.0,852.0,NK,19,0,Minneapolis,44.97997,-93.26384,-14.5,0.0,12.8
2018-01-06,"Detroit, MI",1535,-1.0,296.0,DL,15,0,Detroit,42.33143,-83.04575,-18.6,0.0,12.8
2018-01-13,"Honolulu, HI",1425,23.0,163.0,HA,14,1,Honolulu,21.30694,-157.85834,22.1,0.0,7.5
2018-01-07,"New York, NY",1329,-4.0,888.0,DL,13,0,New York,40.71427,-74.00597,-15.6,0.0,11.9
2018-01-28,"Richmond, VA",701,7.0,257.0,AA,7,0,Richmond,37.55376,-77.46026,12.2,9.8,11.8
2018-01-25,"Baltimore, MD",1940,-1.0,663.0,WN,19,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-07,"Orlando, FL",600,50.0,1141.0,F9,6,1,Orlando,28.53834,-81.37924,9.0,0.0,17.0
2018-01-08,"Minneapolis, MN",1200,1.0,908.0,UA,12,0,Minneapolis,44.97997,-93.26384,-3.0,0.1,9.9
2018-01-19,"Charlotte, NC",1025,-4.0,322.0,UA,10,0,Charlotte,35.22709,-80.84313,-1.7,0.0,9.1
2018-01-23,"Atlanta, GA",1908,14.0,760.0,DL,19,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-25,"Houston, TX",507,-13.0,247.0,AA,5,0,Houston,29.76328,-95.36327,8.7,0.0,9.7
2018-01-11,"Atlanta, GA",848,0.0,134.0,DL,8,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-09,"Kahului, HI",1245,-1.0,2355.0,HA,12,0,Kahului,20.88953,-156.47432,22.3,0.1,10.4
2018-01-08,"Dallas/Fort Worth, TX",905,-5.0,569.0,AA,9,0,Dallas/Fort Worth,32.89595,-97.0372,10.3,3.6,17.8
2018-01-25,"New York, NY",605,48.0,1020.0,DL,6,1,New York,40.71427,-74.00597,-2.7,0.0,16.0
2018-01-17,"Dallas/Fort Worth, TX",1425,1.0,354.0,AA,14,0,Dallas/Fort Worth,32.89595,-97.0372,-5.4,0.0,5.3
2018-01-20,"Orlando, FL",1938,-8.0,861.0,F9,19,0,Orlando,28.53834,-81.37924,11.5,0.0,6.2
2018-01-22,"Atlanta, GA",1352,-3.0,453.0,DL,13,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-03,"Houston, TX",940,-4.0,305.0,UA,9,0,Houston,29.76328,-95.36327,-0.1,1.3,15.1
2018-01-21,"Dallas/Fort Worth, TX",1235,-8.0,802.0,UA,12,0,Dallas/Fort Worth,32.89595,-97.0372,16.8,8.8,23.3
2018-01-22,"Minneapolis, MN",955,24.0,1039.0,DL,9,1,Minneapolis,44.97997,-93.26384,-0.4,16.1,18.4
2018-01-02,"Detroit, MI",1210,-2.0,2079.0,DL,12,0,Detroit,42.33143,-83.04575,-14.8,0.0,20.3
2018-01-05,"New York, NY",1542,1.0,1416.0,UA,15,0,New York,40.71427,-74.00597,-11.2,0.1,29.4
2018-01-04,"Detroit, MI",2010,-5.0,1979.0,NK,20,0,Detroit,42.33143,-83.04575,-13.5,0.0,17.9
2018-01-23,"Charlotte, NC",1954,-2.0,157.0,AA,19,0,Charlotte,35.22709,-80.84313,14.4,5.2,23.0
2018-01-30,"Kahului, HI",610,-8.0,100.0,HA,6,0,Kahului,20.88953,-156.47432,21.7,0.0,11.2
2018-01-18,"Dallas/Fort Worth, TX",1035,-7.0,802.0,UA,10,0,Dallas/Fort Worth,32.89595,-97.0372,-2.0,0.0,9.2
2018-01-08,"Houston, TX",1715,-2.0,804.0,WN,17,0,Houston,29.76328,-95.36327,15.1,9.2,18.0
2018-01-11,"Atlanta, GA",2105,-5.0,712.0,DL,21,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-11,"Atlanta, GA",1918,0.0,270.0,DL,19,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-13,"Dallas/Fort Worth, TX",2035,-6.0,672.0,AA,20,0,Dallas/Fort Worth,32.89595,-97.0372,0.9,0.0,11.1
2018-01-10,"Dallas/Fort Worth, TX",806,-4.0,1389.0,NK,8,0,Dallas/Fort Worth,32.89595,-97.0372,8.7,0.0,19.8
2018-01-11,"Charlotte, NC",1800,-10.0,544.0,DL,18,0,Charlotte,35.22709,-80.84313,12.4,0.0,13.9
2018-01-05,"New York, NY",1730,-3.0,431.0,DL,17,0,New York,40.71427,-74.00597,-11.2,0.1,29.4
2018-01-25,"Dallas/Fort Worth, TX",905,-12.0,569.0,AA,9,0,Dallas/Fort Worth,32.89595,-97.0372,8.8,0.0,12.7
2018-01-23,"Detroit, MI",710,-2.0,957.0,DL,7,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-17,"Dallas/Fort Worth, TX",1800,59.0,868.0,AA,18,1,Dallas/Fort Worth,32.89595,-97.0372,-5.4,0.0,5.3
2018-01-08,"Honolulu, HI",700,-6.0,100.0,HA,7,0,Honolulu,21.30694,-157.85834,23.0,0.0,19.3
2018-01-31,"Detroit, MI",900,-12.0,1075.0,NK,9,0,Detroit,42.33143,-83.04575,-2.7,0.1,24.1
2018-01-26,"New York, NY",900,-8.0,544.0,DL,9,0,New York,40.71427,-74.00597,-3.3,0.0,6.7
2018-01-02,"Dallas/Fort Worth, TX",1625,54.0,309.0,AA,16,1,Dallas/Fort Worth,32.89595,-97.0372,-4.4,0.0,8.9
2018-01-03,"Atlanta, GA",1008,-1.0,606.0,UA,10,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-02,"Atlanta, GA",1855,-3.0,404.0,DL,18,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-30,"Detroit, MI",2100,-8.0,508.0,DL,21,0,Detroit,42.33143,-83.04575,-8.3,0.2,14.3
2018-01-25,"Baltimore, MD",730,-5.0,842.0,WN,7,0,Baltimore,39.29038,-76.61219,0.7,0.0,12.9
2018-01-21,"Houston, TX",1010,-4.0,817.0,UA,10,0,Houston,29.76328,-95.36327,19.0,1.8,20.8
2018-01-10,"Charlotte, NC",1140,-5.0,414.0,AA,11,0,Charlotte,35.22709,-80.84313,7.7,0.0,9.5
2018-01-05,"Houston, TX",1700,-2.0,1195.0,DL,17,0,Houston,29.76328,-95.36327,7.0,0.0,7.3
2018-01-05,"Dallas/Fort Worth, TX",600,-5.0,985.0,AA,6,0,Dallas/Fort Worth,32.89595,-97.0372,4.7,0.0,9.4
2018-01-31,"Atlanta, GA",731,-3.0,780.0,DL,7,0,Atlanta,33.749,-84.38798,2.3,0.0,10.2
2018-01-23,"Orlando, FL",1620,-8.0,757.0,DL,16,0,Orlando,28.53834,-81.37924,21.4,1.4,15.9
2018-01-28,"Dallas/Fort Worth, TX",1020,-4.0,431.0,AA,10,0,Dallas/Fort Worth,32.89595,-97.0372,9.5,0.0,9.8
2018-01-28,"Baltimore, MD",1115,-3.0,516.0,WN,11,0,Baltimore,39.29038,-76.61219,10.4,6.0,11.9
2018-01-21,"Atlanta, GA",2136,-2.0,448.0,DL,21,0,Atlanta,33.749,-84.38798,7.6,0.0,6.8
2018-01-21,"Houston, TX",1157,1.0,1208.0,UA,11,0,Houston,29.76328,-95.36327,19.0,1.8,20.8
2018-01-22,"Baltimore, MD",1325,-1.0,1209.0,WN,13,0,Baltimore,39.29038,-76.61219,9.2,0.0,8.6
2018-01-19,"Houston, TX",1015,45.0,1400.0,UA,10,1,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-14,"Detroit, MI",948,-6.0,594.0,NK,9,0,Detroit,42.33143,-83.04575,-10.4,0.0,9.4
2018-01-19,"Houston, TX",1205,-5.0,224.0,UA,12,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-19,"Houston, TX",1824,-5.0,1208.0,UA,18,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-22,"Detroit, MI",1530,-3.0,405.0,DL,15,0,Detroit,42.33143,-83.04575,5.7,8.2,13.3
2018-01-19,"Houston, TX",810,-7.0,1416.0,UA,8,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-14,"Orlando, FL",1421,-10.0,1050.0,NK,14,0,Orlando,28.53834,-81.37924,8.9,0.0,16.8
2018-01-02,"Atlanta, GA",1630,170.0,712.0,DL,16,1,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-12,"Dallas/Fort Worth, TX",1650,-3.0,1172.0,UA,16,0,Dallas/Fort Worth,32.89595,-97.0372,-0.1,0.1,23.6
2018-01-14,"Unalaska, AK",1740,0.0,792.0,AS,17,0,Unalaska,53.87413,-166.53407,2.6,8.8,22.7
2018-01-26,"Kahului, HI",1230,-2.0,201.0,HA,12,0,Kahului,20.88953,-156.47432,22.4,0.0,7.3
2018-01-15,"Dallas/Fort Worth, TX",1830,-3.0,695.0,AA,18,0,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-12,"Charlotte, NC",730,-4.0,1727.0,DL,7,0,Charlotte,35.22709,-80.84313,16.6,13.0,19.8
2018-01-23,"New York, NY",610,-3.0,760.0,DL,6,0,New York,40.71427,-74.00597,8.4,7.5,17.9
2018-01-19,"Charlotte, NC",755,-2.0,547.0,AA,7,0,Charlotte,35.22709,-80.84313,-1.7,0.0,9.1
2018-01-27,"Atlanta, GA",1135,-9.0,432.0,WN,11,0,Atlanta,33.749,-84.38798,10.0,3.2,14.7
2018-01-02,"Baltimore, MD",2110,33.0,577.0,WN,21,1,Baltimore,39.29038,-76.61219,-8.5,0.0,15.9
2018-01-16,"Atlanta, GA",1510,-7.0,646.0,DL,15,0,Atlanta,33.749,-84.38798,2.0,0.0,9.2
2018-01-12,"Minneapolis, MN",1735,2.0,1020.0,DL,17,0,Minneapolis,44.97997,-93.26384,-18.6,0.0,13.0
2018-01-12,"Detroit, MI",1535,75.0,629.0,NK,15,1,Detroit,42.33143,-83.04575,3.9,14.1,28.0
2018-01-01,"Baltimore, MD",1055,18.0,787.0,NK,10,1,Baltimore,39.29038,-76.61219,-9.3,0.0,12.5
2018-01-09,"Houston, TX",1045,-1.0,192.0,WN,10,0,Houston,29.76328,-95.36327,11.0,0.0,8.7
2018-01-29,"Atlanta, GA",1440,1.0,780.0,DL,14,0,Atlanta,33.749,-84.38798,10.5,0.9,15.7
2018-01-12,"Orlando, FL",1000,119.0,895.0,F9,10,1,Orlando,28.53834,-81.37924,21.1,2.6,19.0
2018-01-26,"Atlanta, GA",1455,-5.0,508.0,DL,14,0,Atlanta,33.749,-84.38798,6.0,0.0,11.8
2018-01-24,"Dallas/Fort Worth, TX",704,-6.0,731.0,DL,7,0,Dallas/Fort Worth,32.89595,-97.0372,6.6,0.0,5.8
2018-01-15,"Kahului, HI",1218,5.0,100.0,HA,12,0,Kahului,20.88953,-156.47432,21.8,0.0,14.8
2018-01-03,"Orlando, FL",1930,17.0,404.0,DL,19,1,Orlando,28.53834,-81.37924,9.1,23.5,20.4
2018-01-17,"Dallas/Fort Worth, TX",810,-4.0,929.0,NK,8,0,Dallas/Fort Worth,32.89595,-97.0372,-5.4,0.0,5.3
2018-01-01,"Atlanta, GA",1753,-2.0,271.0,DL,17,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-17,"Houston, TX",1805,86.0,1482.0,UA,18,1,Houston,29.76328,-95.36327,-2.7,0.0,17.1
2018-01-02,"Honolulu, HI",2145,-5.0,2556.0,UA,21,0,Honolulu,21.30694,-157.85834,22.4,0.0,12.8
2018-01-05,"Orlando, FL",1759,57.0,2446.0,UA,17,1,Orlando,28.53834,-81.37924,5.2,0.0,12.9
2018-01-19,"Houston, TX",1824,2.0,316.0,UA,18,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-06,"Minneapolis, MN",510,-8.0,930.0,AA,5,0,Minneapolis,44.97997,-93.26384,-20.5,0.0,9.4
2018-01-19,"Houston, TX",940,-5.0,3904.0,UA,9,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-11,"Dallas/Fort Worth, TX",1445,-4.0,641.0,AA,14,0,Dallas/Fort Worth,32.89595,-97.0372,12.5,0.3,25.5
2018-01-12,"New York, NY",730,0.0,1096.0,AA,7,0,New York,40.71427,-74.00597,10.6,24.1,21.6
2018-01-29,"Charlotte, NC",1954,20.0,157.0,AA,19,1,Charlotte,35.22709,-80.84313,9.8,14.8,15.3
2018-01-11,"Atlanta, GA",1159,-3.0,689.0,UA,11,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-27,"Houston, TX",2100,1.0,759.0,WN,21,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-04,"Dallas/Fort Worth, TX",905,58.0,469.0,AA,9,1,Dallas/Fort Worth,32.89595,-97.0372,0.6,0.0,6.5
2018-01-23,"Detroit, MI",1410,-4.0,453.0,DL,14,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-22,"Richmond, VA",800,-3.0,481.0,DL,8,0,Richmond,37.55376,-77.46026,12.0,0.0,11.7
2018-01-23,"Atlanta, GA",1206,-1.0,563.0,DL,12,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-31,"Detroit, MI",1000,-7.0,456.0,DL,10,0,Detroit,42.33143,-83.04575,-2.7,0.1,24.1
2018-01-05,"Detroit, MI",2158,-6.0,378.0,DL,21,0,Detroit,42.33143,-83.04575,-18.7,0.0,18.1
2018-01-06,"Honolulu, HI",952,-7.0,102.0,HA,9,0,Honolulu,21.30694,-157.85834,22.7,0.0,20.7
2018-01-03,"Houston, TX",505,-4.0,862.0,UA,5,0,Houston,29.76328,-95.36327,-0.1,1.3,15.1
2018-01-12,"Dallas/Fort Worth, TX",1245,2.0,733.0,AA,12,0,Dallas/Fort Worth,32.89595,-97.0372,-0.1,0.1,23.6
2018-01-01,"Houston, TX",1740,47.0,696.0,WN,17,1,Houston,29.76328,-95.36327,2.6,0.0,22.8
2018-01-01,"Atlanta, GA",924,-2.0,594.0,AA,9,0,Atlanta,33.749,-84.38798,-4.5,0.0,18.5
2018-01-10,"Dallas/Fort Worth, TX",1900,1.0,859.0,AA,19,0,Dallas/Fort Worth,32.89595,-97.0372,8.7,0.0,19.8
2018-01-15,"Dallas/Fort Worth, TX",1700,19.0,1313.0,AA,17,1,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-24,"Atlanta, GA",1505,5.0,749.0,DL,15,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-11,"Honolulu, HI",1810,-7.0,163.0,HA,18,0,Honolulu,21.30694,-157.85834,22.8,0.0,13.2
2018-01-18,"Honolulu, HI",855,-3.0,100.0,HA,8,0,Honolulu,21.30694,-157.85834,23.3,0.0,31.3
2018-01-15,"Dallas/Fort Worth, TX",1720,8.0,569.0,AA,17,0,Dallas/Fort Worth,32.89595,-97.0372,7.1,0.1,12.2
2018-01-12,"Atlanta, GA",2221,-1.0,534.0,DL,22,0,Atlanta,33.749,-84.38798,13.7,19.9,15.2
2018-01-09,"Honolulu, HI",1729,-1.0,100.0,HA,17,0,Honolulu,21.30694,-157.85834,22.9,0.0,10.4
2018-01-03,"Orlando, FL",1120,52.0,404.0,DL,11,1,Orlando,28.53834,-81.37924,9.1,23.5,20.4
2018-01-22,"Baltimore, MD",845,39.0,495.0,WN,8,1,Baltimore,39.29038,-76.61219,9.2,0.0,8.6
2018-01-02,"Detroit, MI",1745,-5.0,500.0,DL,17,0,Detroit,42.33143,-83.04575,-14.8,0.0,20.3
2018-01-08,"Harrisburg, PA",1658,18.0,413.0,AA,16,1,Harrisburg,40.2737,-76.88442,-6.0,3.1,9.7
2018-01-02,"Baltimore, MD",650,50.0,2329.0,UA,6,1,Baltimore,39.29038,-76.61219,-8.5,0.0,15.9
2018-01-28,"Minneapolis, MN",1830,0.0,852.0,AA,18,0,Minneapolis,44.97997,-93.26384,-9.7,0.0,10.5
2018-01-12,"Minneapolis, MN",1255,-1.0,448.0,DL,12,0,Minneapolis,44.97997,-93.26384,-18.6,0.0,13.0
2018-01-11,"Atlanta, GA",1207,-1.0,373.0,DL,12,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-12,"New York, NY",1945,37.0,1076.0,DL,19,1,New York,40.71427,-74.00597,10.6,24.1,21.6
2018-01-28,"Charlotte, NC",1745,20.0,350.0,AA,17,1,Charlotte,35.22709,-80.84313,11.5,13.4,5.1
2018-01-07,"Corpus Christi, TX",800,-10.0,354.0,AA,8,0,Corpus Christi,27.80058,-97.39638,18.0,0.0,15.9
2018-01-03,"Atlanta, GA",819,-3.0,321.0,DL,8,0,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-05,"Orlando, FL",1133,14.0,937.0,UA,11,0,Orlando,28.53834,-81.37924,5.2,0.0,12.9
2018-01-11,"Charlotte, NC",1945,2.0,370.0,AA,19,0,Charlotte,35.22709,-80.84313,12.4,0.0,13.9
2018-01-22,"Honolulu, HI",1710,-7.0,216.0,HA,17,0,Honolulu,21.30694,-157.85834,23.1,0.2,19.3
2018-01-02,"Charlotte, NC",1659,-3.0,930.0,DL,16,0,Charlotte,35.22709,-80.84313,-6.3,0.0,9.9
2018-01-02,"Atlanta, GA",2017,5.0,1541.0,DL,20,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-23,"Atlanta, GA",1025,-5.0,151.0,DL,10,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-26,"Atlanta, GA",1953,-5.0,666.0,NK,19,0,Atlanta,33.749,-84.38798,6.0,0.0,11.8
2018-01-25,"Atlanta, GA",1359,-2.0,577.0,DL,13,0,Atlanta,33.749,-84.38798,4.4,0.0,8.6
2018-01-13,"Charlotte, NC",1949,-5.0,213.0,AA,19,0,Charlotte,35.22709,-80.84313,6.4,7.2,17.9
2018-01-11,"Atlanta, GA",849,-5.0,226.0,DL,8,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-02,"Atlanta, GA",1240,-2.0,226.0,DL,12,0,Atlanta,33.749,-84.38798,-5.6,0.0,9.7
2018-01-11,"Charlotte, NC",1435,-2.0,322.0,UA,14,0,Charlotte,35.22709,-80.84313,12.4,0.0,13.9
2018-01-12,"New York, NY",1130,45.0,1076.0,DL,11,1,New York,40.71427,-74.00597,10.6,24.1,21.6
2018-01-18,"Dallas/Fort Worth, TX",1800,36.0,868.0,AA,18,1,Dallas/Fort Worth,32.89595,-97.0372,-2.0,0.0,9.2
2018-01-11,"Atlanta, GA",1214,-3.0,669.0,DL,12,0,Atlanta,33.749,-84.38798,13.0,5.3,17.5
2018-01-27,"Baltimore, MD",1030,-8.0,1565.0,WN,10,0,Baltimore,39.29038,-76.61219,4.9,0.0,13.6
2018-01-16,"New York, NY",1630,-6.0,431.0,DL,16,0,New York,40.71427,-74.00597,-1.8,0.0,7.2
2018-01-24,"Honolulu, HI",625,0.0,72.0,HA,6,0,Honolulu,21.30694,-157.85834,23.4,0.1,22.8
2018-01-27,"Houston, TX",1850,-6.0,1246.0,WN,18,0,Houston,29.76328,-95.36327,16.5,19.0,10.9
2018-01-23,"Houston, TX",1620,-2.0,643.0,UA,16,0,Houston,29.76328,-95.36327,9.6,0.0,10.3
2018-01-07,"Orlando, FL",1420,-4.0,1050.0,NK,14,0,Orlando,28.53834,-81.37924,9.0,0.0,17.0
2018-01-22,"Atlanta, GA",1211,4.0,366.0,DL,12,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-22,"New York, NY",1755,-10.0,1076.0,DL,17,0,New York,40.71427,-74.00597,6.3,0.5,6.7
2018-01-11,"Kahului, HI",2308,-1.0,100.0,HA,23,0,Kahului,20.88953,-156.47432,22.1,0.1,9.3
2018-01-11,"Dallas/Fort Worth, TX",1720,-2.0,569.0,AA,17,0,Dallas/Fort Worth,32.89595,-97.0372,12.5,0.3,25.5
2018-01-19,"Houston, TX",1233,-10.0,1416.0,UA,12,0,Houston,29.76328,-95.36327,6.9,0.3,10.4
2018-01-03,"Corpus Christi, TX",550,-8.0,201.0,UA,5,0,Corpus Christi,27.80058,-97.39638,2.6,0.2,19.6
2018-01-24,"Richmond, VA",1720,-12.0,474.0,DL,17,0,Richmond,37.55376,-77.46026,7.6,0.0,12.6
2018-01-22,"Baltimore, MD",1355,6.0,281.0,WN,13,0,Baltimore,39.29038,-76.61219,9.2,0.0,8.6
2018-01-22,"Richmond, VA",555,-10.0,456.0,DL,5,0,Richmond,37.55376,-77.46026,12.0,0.0,11.7
2018-01-18,"Charlotte, NC",2215,3.0,509.0,AA,22,0,Charlotte,35.22709,-80.84313,-7.0,0.2,11.1
2018-01-24,"Baltimore, MD",1949,-10.0,409.0,DL,19,0,Baltimore,39.29038,-76.61219,5.7,0.0,18.9
2018-01-02,"Detroit, MI",1029,-2.0,983.0,NK,10,0,Detroit,42.33143,-83.04575,-14.8,0.0,20.3
2018-01-24,"Atlanta, GA",1750,0.0,432.0,DL,17,0,Atlanta,33.749,-84.38798,4.8,0.0,18.1
2018-01-20,"Honolulu, HI",1417,-4.0,102.0,HA,14,0,Honolulu,21.30694,-157.85834,23.5,0.2,18.1
2018-01-18,"New York, NY",1745,-8.0,296.0,DL,17,0,New York,40.71427,-74.00597,-4.9,0.0,17.1
2018-01-09,"New York, NY",1329,0.0,1389.0,NK,13,0,New York,40.71427,-74.00597,-0.3,0.1,14.6
2018-01-23,"Detroit, MI",2210,-18.0,374.0,DL,22,0,Detroit,42.33143,-83.04575,4.7,3.1,23.2
2018-01-09,"Houston, TX",515,-5.0,862.0,F9,5,0,Houston,29.76328,-95.36327,11.0,0.0,8.7
2018-01-14,"Honolulu, HI",503,-4.0,100.0,HA,5,0,Honolulu,21.30694,-157.85834,22.6,0.0,7.1
2018-01-05,"Honolulu, HI",1640,28.0,4817.0,UA,16,1,Honolulu,21.30694,-157.85834,22.2,0.0,19.6
2018-01-23,"Minneapolis, MN",2040,-3.0,936.0,DL,20,0,Minneapolis,44.97997,-93.26384,-5.9,2.9,15.9
2018-01-12,"Houston, TX",1440,41.0,1195.0,UA,14,1,Houston,29.76328,-95.36327,4.8,0.0,28.7
2018-01-22,"Atlanta, GA",1000,-1.0,946.0,DL,10,0,Atlanta,33.749,-84.38798,11.0,1.8,14.3
2018-01-15,"Baltimore, MD",700,-2.0,1246.0,WN,7,0,Baltimore,39.29038,-76.61219,-5.3,0.0,8.8
2018-01-13,"Honolulu, HI",1630,25.0,216.0,HA,16,1,Honolulu,21.30694,-157.85834,22.1,0.0,7.5
2018-01-10,"Detroit, MI",2036,-6.0,632.0,DL,20,0,Detroit,42.33143,-83.04575,-1.3,1.2,14.7
2018-01-03,"Dallas/Fort Worth, TX",1055,77.0,977.0,AA,10,1,Dallas/Fort Worth,32.89595,-97.0372,-2.5,0.0,9.6
2018-01-02,"Minneapolis, MN",1300,3.0,1416.0,DL,13,0,Minneapolis,44.97997,-93.26384,-21.0,0.3,14.3
2018-01-18,"Charlotte, NC",1444,-2.0,413.0,AA,14,0,Charlotte,35.22709,-80.84313,-7.0,0.2,11.1
2018-01-25,"New York, NY",1025,-4.0,2248.0,DL,10,0,New York,40.71427,-74.00597,-2.7,0.0,16.0
2018-01-14,"Dallas/Fort Worth, TX",1920,-3.0,641.0,F9,19,0,Dallas/Fort Worth,32.89595,-97.0372,3.0,0.0,10.3
2018-01-29,"Honolulu, HI",1249,-5.0,163.0,HA,12,0,Honolulu,21.30694,-157.85834,22.7,0.0,9.7
2018-01-11,"New York, NY",815,0.0,2475.0,DL,8,0,New York,40.71427,-74.00597,3.7,0.0,9.9
2018-01-03,"Honolulu, HI",1515,78.0,3801.0,UA,15,1,Honolulu,21.30694,-157.85834,21.9,0.0,15.2
2018-01-03,"Atlanta, GA",1220,120.0,646.0,DL,12,1,Atlanta,33.749,-84.38798,-2.3,0.0,6.9
2018-01-23,"Atlanta, GA",1045,0.0,321.0,DL,10,0,Atlanta,33.749,-84.38798,10.8,12.1,18.7
2018-01-15,"Detroit, MI",1040,5.0,594.0,WN,10,0,Detroit,42.33143,-83.04575,-7.0,2.0,17.1
2018-01-15,"Houston, TX",1020,-3.0,1218.0,WN,10,0,Houston,29.76328,-95.36327,9.3,0.0,11.9
2018-01-01,"Detroit, MI",830,219.0,505.0,DL,8,1,Detroit,42.33143,-83.04575,-17.0,0.0,13.3
2018-01-01,"New York, NY",605,-7.0,1020.0,DL,6,0,New York,40.71427,-74.00597,-11.6,0.0,16.6
2018-01-15,"Detroit, MI",1737,-1.0,1123.0,NK,17,0,Detroit,42.33143,-83.04575,-7.0,2.0,17.1
2018-01-15,"Orlando, FL",2155,0.0,534.0,WN,21,0,Orlando,28.53834,-81.37924,10.2,0.0,18.3
